state,county,Assessor / Appraser,Treasurer / Tax / Tax collector,Mapping / Gis,Recorder / County clerk,Board of taxation,"Register of Deeds / Historic Aerials
",N,RA,AP,TX,R,example,,Appraser Property info,Appraser Example,Parcel Map,Tax (Treasurer),,Parcel datasets,Something,,Records,Death Certificates
,burlington,https://publicrecords.netronline.com/directory/nj_numbers_burlington,https://www.taxdatahub.com/623af8995103551060110abc/Burlington,https://burlconj.maps.arcgis.com/home/webmap/viewer.html?webmap=fc02bfc4ea264c7298caba9bd2cad56d,http://press.co.burlington.nj.us/Press/clerk/ClerkHome.aspx?op=basic,http://www.njactb.org/,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,camden,https://publicrecords.netronline.com/directory/nj_numbers_camden,https://publicrecords.netronline.com/directory/nj_numbers_camden,http://ccdpw.maps.arcgis.com/apps/webappviewer/index.html?id=95e52d6d16ce454fa449169e80b8ab44,http://www.camdencounty.com/service/county-clerk/online-property-records/,http://www.njactb.org/,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,cape may,https://publicrecords.netronline.com/directory/nj_numbers_capemay,https://publicrecords.netronline.com/directory/nj_numbers_capemay,http://www.capemaycountyims.net/,http://clerk.capemaycountynj.gov/landrecords/,http://www.njactb.org/,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Cumberland,https://publicrecords.netronline.com/directory/nj_numbers_cumberland,https://publicrecords.netronline.com/directory/nj_numbers_cumberland,http://cumberlandnj.maps.arcgis.com/apps/webappviewer/index.html?id=8fc621914d16433c8ff351334b59fdd2,https://countyfusion1.kofiletech.us/countyweb/login.do?countyname=CumberlandNJ,http://www.njactb.org/,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Essex,https://publicrecords.netronline.com/directory/nj_numbers_essex,https://press.essexregister.com/prodpress/index.aspx,https://www.taxdatahub.com/6229fbf0ce4aef911f9de7bc/Essex%20County,https://www.historicaerials.com/,https://www.essexcountynjtaxboard.org/,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Gloucester,https://publicrecords.netronline.com/directory/nj_numbers_gloucester,https://www.historicaerials.com/,http://gcmaps.co.gloucester.nj.us/,http://i2e.uslandrecords.com/NJ/Gloucester/D/Default.aspx,http://www.njactb.org/,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Hudson,https://publicrecords.netronline.com/directory/nj_numbers_hudson,https://publicrecords.netronline.com/directory/nj_numbers_hudson,https://map.netronline.com/new_jersey-hudson/34017,https://www.historicaerials.com/,https://tax1.co.monmouth.nj.us/cgi-bin/prc6.cgi?&ms_user=monm&passwd=data&srch_type=0&adv=0&out_type=0&district=0901,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Hunterdon,https://publicrecords.netronline.com/directory/nj_numbers_hunterdon,https://publicrecords.netronline.com/directory/nj_numbers_hunterdon,https://map.netronline.com/new_jersey-hunterdon/34019,http://www.co.hunterdon.nj.us/countyclerk.htm,http://www.njactb.org/,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Mercer,https://publicrecords.netronline.com/directory/nj_numbers_mercer,https://publicrecords.netronline.com/directory/nj_numbers_mercer,http://viewer.myidv.com/Map/71332c32178de944/Mercer-County,http://records.mercercounty.org/RecordsNG_Search/,http://www.njactb.org/,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Middlesex,https://publicrecords.netronline.com/directory/nj_numbers_middlesex,https://publicrecords.netronline.com/directory/nj_numbers_middlesex,https://map.netronline.com/new_jersey-middlesex/34023,https://mcrecords.co.middlesex.nj.us/recordssearch/,http://www.njactb.org/,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Monmouth,https://publicrecords.netronline.com/directory/nj_numbers_monmouth,https://publicrecords.netronline.com/directory/nj_numbers_monmouth,https://www.arcgis.com/home/item.html?id=05b132119ec442c085f18d9cefba5df6,http://oprs.co.monmouth.nj.us/oprs/clerk/ClerkHome.aspx?op=basic,https://oprs.co.monmouth.nj.us/oprs/External.aspx?iId=13,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Morris,https://publicrecords.netronline.com/directory/nj_numbers_morris,https://publicrecords.netronline.com/directory/nj_numbers_morris,https://map.netronline.com/new_jersey-morris/34027,http://mcclerksng.co.morris.nj.us/recordsng_web/default.aspx,http://mcweb1.co.morris.nj.us/MCTaxBoard/,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Ocean,https://publicrecords.netronline.com/directory/nj_numbers_ocean,https://publicrecords.netronline.com/directory/nj_numbers_ocean,https://map.netronline.com/new_jersey-ocean/34029,http://sng.co.ocean.nj.us/searchapplication/,http://www.tax.co.ocean.nj.us/,https://www.historicaerials.com/,,,,,,,,https://publicrecords.netronline.com/state/FL/county/gilchrist,,,,,,,,,
,Passaic,https://publicrecords.netronline.com/directory/nj_numbers_passaic,https://publicrecords.netronline.com/directory/nj_numbers_passaic,http://www.passaiccountynj.org/government/departments/planning_and_economic_development/gis_services.php,,http://www.njactb.org/,http://records.passaiccountynj.org/press/index.aspx,,,,,,,,,,,,,,,,,
,Salem,https://publicrecords.netronline.com/directory/nj_numbers_salem,https://publicrecords.netronline.com/directory/nj_numbers_salem,https://map.netronline.com/new_jersey-salem/34033,https://salemcountyclerk.org/public-records-search/,http://www.njactb.org/,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Somerset,https://publicrecords.netronline.com/directory/nj_numbers_somerset,https://publicrecords.netronline.com/directory/nj_numbers_somerset,https://experience.arcgis.com/experience/efb1be0ae9c04804b408255ceb146c76,https://liveacclaim.co.somerset.nj.us/AcclaimWeb/,https://taxlookup.njtown.net/Pmod4search.aspx,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Sussex,https://publicrecords.netronline.com/directory/nj_numbers_sussex,https://publicrecords.netronline.com/directory/nj_numbers_sussex,https://gis.sussex.nj.us/parceldocviewer/,https://cefile.sussex.nj.us/RecordsNG_Web/,https://www.sussex.nj.us/cn/webpage.cfm?tpid=15880,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Union,https://publicrecords.netronline.com/directory/nj_numbers_Union,https://publicrecords.netronline.com/directory/nj_numbers_Union,https://map.netronline.com/new_jersey-union/34039,http://clerk.ucnj.org/UCPA/DocIndex,https://ucnj.org/taxation-board/,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Warren,https://publicrecords.netronline.com/directory/nj_numbers_warren,https://publicrecords.netronline.com/directory/nj_numbers_warren,https://map.netronline.com/new_jersey-warren/34041,https://www.searchiqs.com/NJWAR/Login.aspx,https://njactb.org/,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
New Mexico ,Bernalillo,https://assessor.bernco.gov/public.access/search/commonsearch.aspx?mode=realprop,https://treasurer.bernco.gov/public.access/search/commonsearch.aspx?mode=realprop,https://www.bernco.gov/assessor/find-a-property/assessor-map-search/,https://eagleweb.bernco.gov/recorder/eagleweb/docSearch.jsp,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Catron,http://live.catroncounty.us/assessor.aspx?source=assessor,http://catroncounty.us/custom.html?id=14175,,http://web01.catroncountynm.gov/CTWeb/login.aspx,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Chaves,https://chavescountynm-assessor.tylerhost.net/assessor/web/,https://chavescountynm-tsrweb.tylerhost.net/treasurer/web/,https://map.netronline.com/new_mexico-chaves/35005,https://chavescountynm-web.tylerhost.net/chavesweb/user/disclaimer,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Cibola,http://www.cibolacountynm.com/elected_officials/assessor.php,https://www.cibolataxpayments.com/treasurer/web/,http://cibolanm.mygisonline.com/,http://www.cibolacountynm.com/elected_officials/clerk_s_office.php,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Colfax,http://68.66.87.241/assessor/web/,http://www.co.colfax.nm.us/government/county_treasurer.php,,https://countyfusion4.kofiletech.us/countyweb/login.do?countyname=Colfax,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Curry,http://68.66.82.205:8080/assessor.aspx?source=assessor,http://68.66.82.205:8080/treasurer.aspx?source=treasurer,https://maps.currycounty.org/portal/apps/webappviewer/index.html?id=73972066864c40e88c697208d916cc08,http://68.66.82.205:8080/clerk.aspx?source=clerk,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,DeBaca,,,,,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Dona ana,https://assessor.donaanacounty.org/assessor/web,https://treasurer.donaanacounty.org/treasurer/web/,http://maps.donaanacounty.org/parcels/,https://donaana.nm.publicsearch.us/,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Eddy,http://www.co.eddy.nm.us/184/County-Assessor,http://www.co.eddy.nm.us/187/County-Treasurer,,https://countyfusion2.kofiletech.us/countyweb/main.jsp?countyname=EddyNM,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Grant,https://grantcountynm.com/assessor/taxweb/search.jsp,https://grantcountynm.gov/elected-officials/treasure/,,https://grantcountynm.com/recorder/web/,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Guadalupe,https://www.guadalupecountynm.org/assessor-s-office,http://67.209.192.152/treasurer.aspx?source=treasurer,,http://67.209.192.152/clerk.aspx?source=clerk,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Harding,http://hardingcounty.org/assessor.html,,,https://countyfusion5.kofiletech.us/countyweb/login.do?countyname=HardingNM,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Hidalgo,http://www.hidalgocounty.org/index.php/government/county-departments/county-assessor/,http://liveweb.hidalgocounty.org/treasurer.aspx?source=treasurer,,http://www.hidalgocounty.org/index.php/government/county-departments/county-clerk/,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Lea,https://www.leacounty.net/158/Lea-County-Assessor,http://liveweb.leacounty-nm.org/treasurer.aspx?source=treasurer,http://www.leacounty.net/p/departments/community-development/gis,http://liveweb.leacounty-nm.org/clerk.aspx?source=clerk,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Lincoln,http://www.lincolncountynm.gov/county-offices/elected-officials/assessor/,http://liveweb.lincolncountynm.gov/treasurer.aspx?source=treasurer,https://portico.mygisonline.com/html5/?viewer=lincolnnm,https://www.lincolncountynm.gov/government/elected_officials/county_clerk/index.php,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Los Alamos,https://www.losalamosnm.us/Government/Leadership/Assessor-Office,,http://gis.losalamosnm.us/parcelmapper/,https://eaglerecorderselfservice.losalamosnm.us/web/,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Luna,https://records.lunacountynm.us/assessor.aspx?source=assessor,https://records.lunacountynm.us/treasurer.aspx?source=treasurer,http://lunacountynm.maps.arcgis.com/apps/webappviewer/index.html?id=f707154f34a640f594f4a995789b3777,https://records.lunacountynm.us/clerk.aspx?source=clerk,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,McKinley,https://eagleweb.co.mckinley.nm.us:8443/assessor/taxweb/search.jsp,https://eagleweb.co.mckinley.nm.us/treasurer/web/,https://map.netronline.com/new_mexico-mckinley/35031,http://eagleweb.co.mckinley.nm.us/assessor/web/,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Mora,,,,http://countyofmora.com/countyclerk,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Otero,https://oterocountynm-assessor.tylerhost.net/assessor/web/,https://oterocountynm-treasurer.tylerhost.net/treasurer/web/,https://map.netronline.com/new_mexico-otero/35035,http://occlerk.co.otero.nm.us/CTWeb/login.aspx#MoveNearTop,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Quay,http://quaycounty-nm.gov/assessor/,http://quaycounty-nm.gov/elected-officals/treasurer/,,http://quaycounty-nm.gov/elected-officals/county-clerk/,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Rio Arriba,http://eagleweb-assessor.rio-arriba.org/assessor/web/,https://eagleweb.rio-arriba.org/treasurer/treasurerweb/search.jsp,https://map.netronline.com/new_mexico-rio_arriba/35039,https://erecords.rio-arriba.org/web/user/disclaimer,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Roosevelt,https://rooseveltcountynm-web.tylerhost.net/assessor/taxweb/search.jsp,https://rooseveltcountynm-tre.tylerhost.net/treasurer/treasurerweb/search.jsp,https://map.netronline.com/new_mexico-roosevelt/35041,https://rooseveltcountynm-selfservice.tylerhost.net/web/user/disclaimer,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Sandoval,https://eaweb.sandovalcountynm.gov/Assessor/web/,https://etweb.sandovalcountynm.gov/Treasurer/web/login.jsp,https://www.sandovalcountynm.gov/elected-officials/county-assessor/parcel-mapping/,http://www.sandovalcountynm.gov/elected-officials/county-clerk/,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,San Juan,http://www.sjcassessor.net/,https://www.sjcounty.net/government/treasurer-s-office,https://map.netronline.com/new_mexico-san_juan/35045,https://countyfusion2.kofiletech.us/countyweb/login.do?countyname=SanJuan,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,San Miguel,http://co.sanmiguel.nm.us/elected_officials/assessor.php,http://www.co.sanmiguel.nm.us/elected_officials/treasurer.php,https://map.netronline.com/new_mexico-san_miguel/35047,https://erecording.smcounty.net/recorder/web/login.jsp?submit=I+Acknowledge,,https://www.historicaerials.com/,,,,,,,,,,,,,,,,,
,Santa Fe,,,,,,,,,,,,,,,,,,,,,,,
